Datetime Normalized,Initiating Master,Master Side,Reporting Master X (mm),Reporting Master Y (mm),Reporting Master Z (mm),Initiating Vehicle,Initiating Vehicle Length (mm),Reporting Slave,Slave Side,Reporting Slave X (mm),Reporting Slave Y (mm),Reporting Slave Z (mm),Reporting Vehicle,Reporting Vehicle Length (mm),Correction Distance (mm),UWB Distance (mm),Surveyed Distance (mm),Timestamp Norm (s),Timestamp Local (s),Instant Update Rate (Hz)
2021-05-25 10:48:08.339451904,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,1763.0,4581,,1621939688.339452,1621939689.49579,0.0040416314215505
2021-05-25 10:48:08.440391936,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,1748.0,4567,,1621939688.440392,1621939689.59673,9.906876442286116
2021-05-25 10:48:08.541328896,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,1734.0,4553,,1621939688.541329,1621939689.697667,9.907180650037793
2021-05-25 10:48:08.639269120,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,1786.0,4604,,1621939688.639269,1621939689.795607,10.210311326197507
2021-05-25 10:48:08.739206912,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,1802.0,4619,,1621939688.739207,1621939689.895545,10.006212276641936
2021-05-25 10:48:08.841142784,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,1786.0,4604,,1621939688.841143,1621939689.997481,9.81009004794761
2021-05-25 10:48:08.939083008,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,1811.0,4628,,1621939688.939083,1621939690.095421,10.210311326197507
2021-05-25 10:48:09.140957184,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,1840.0,4656,,1621939689.140957,1621939690.297295,4.953584474697096
2021-05-25 10:48:09.241893120,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,1816.0,4633,,1621939689.241893,1621939690.398231,9.90727425618156
2021-05-25 10:48:09.340832000,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,1845.0,4661,,1621939689.340832,1621939690.49717,10.10724372258904
2021-05-25 10:48:09.440769792,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,1883.0,4698,,1621939689.44077,1621939690.597108,10.006212276641936
2021-05-25 10:48:09.538711040,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,1868.0,4684,,1621939689.538711,1621939690.695049,10.210211906181916
2021-05-25 10:48:09.640646912,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,1897.0,4712,,1621939689.640647,1621939690.796985,9.81009004794761
2021-05-25 10:48:09.741581824,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,1888.0,4703,,1621939689.741582,1621939690.89792,9.907367864094182
2021-05-25 10:48:09.838525184,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,1945.0,4759,,1621939689.838525,1621939690.994863,10.31532504199366
2021-05-25 10:48:09.940463104,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,1950.0,4764,,1621939689.940463,1621939691.096801,9.809883548235447
2021-05-25 10:48:10.040400896,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,1964.0,4778,,1621939690.040401,1621939691.196739,10.006212276641936
2021-05-25 10:48:10.140336128,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,1979.0,4792,,1621939690.140336,1621939691.296674,10.006498742717543
2021-05-25 10:48:10.238276864,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,1950.0,4764,,1621939690.238277,1621939691.394615,10.2102367610043
2021-05-25 10:48:10.339212800,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,1988.0,4801,,1621939690.339213,1621939691.495551,9.90727425618156
2021-05-25 10:48:10.441152000,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,1984.0,4797,,1621939690.441152,1621939691.59749,9.809768829929554
2021-05-25 10:48:10.541090048,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2055.0,4867,,1621939690.54109,1621939691.697428,10.006212276641936
2021-05-25 10:48:10.641026048,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2012.0,4825,,1621939690.641026,1621939691.797364,10.006403252203205
2021-05-25 10:48:10.738964992,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2046.0,4858,,1621939690.738965,1621939691.895303,10.210435603939764
2021-05-25 10:48:10.838903808,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,1998.0,4811,,1621939690.838904,1621939691.995242,10.0061167915949
2021-05-25 10:48:10.935843072,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2012.0,4825,,1621939690.935843,1621939692.092181,10.315756335589484
2021-05-25 10:48:11.039779840,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2075.0,4886,,1621939691.03978,1621939692.196118,9.621221122944972
2021-05-25 10:48:11.141714944,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2084.0,4895,,1621939691.141715,1621939692.298053,9.810158883116944
2021-05-25 10:48:11.239654144,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2103.0,4914,,1621939691.239654,1621939692.395992,10.210435603939764
2021-05-25 10:48:11.340594944,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2098.0,4909,,1621939691.340595,1621939692.496933,9.906782843659434
2021-05-25 10:48:11.439529984,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2118.0,4928,,1621939691.43953,1621939692.595868,10.107657791176562
2021-05-25 10:48:11.539470080,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2142.0,4952,,1621939691.53947,1621939692.695808,10.005997437848746
2021-05-25 10:48:11.641405952,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2108.0,4919,,1621939691.641406,1621939692.797744,9.810067103105828
2021-05-25 10:48:11.739343872,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2142.0,4952,,1621939691.739344,1621939692.895682,10.210559884707424
2021-05-25 10:48:11.839283968,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2164.0,4974,,1621939691.839284,1621939692.995622,10.005997437848746
2021-05-25 10:48:11.938516992,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2150.0,4960,,1621939691.938517,1621939693.094855,10.07727755433503
2021-05-25 10:48:12.040452864,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2179.0,4988,,1621939692.040453,1621939693.196791,9.81009004794761
2021-05-25 10:48:12.140317952,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2170.0,4979,,1621939692.140318,1621939693.296656,10.013522288857482
2021-05-25 10:48:12.241255168,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2218.0,5026,,1621939692.241255,1621939693.397593,9.90715724877823
2021-05-25 10:48:12.340194048,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2223.0,5031,,1621939692.340194,1621939693.496532,10.10724372258904
2021-05-25 10:48:12.438132992,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2260.0,5068,,1621939692.438133,1621939693.594471,10.210435603939764
2021-05-25 10:48:12.540070144,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2255.0,5063,,1621939692.54007,1621939693.696408,9.809975324812012
2021-05-25 10:48:12.639009024,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2271.0,5078,,1621939692.639009,1621939693.795347,10.10724372258904
2021-05-25 10:48:12.739945984,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2280.0,5087,,1621939692.739946,1621939693.896284,9.907180650037793
2021-05-25 10:48:12.839884032,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2251.0,5059,,1621939692.839884,1621939693.996222,10.006188405209327
2021-05-25 10:48:12.939820032,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2313.0,5120,,1621939692.93982,1621939694.096158,10.006403252203205
2021-05-25 10:48:13.038760960,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2294.0,5101,,1621939693.038761,1621939694.195099,10.10704887852179
2021-05-25 10:48:13.138699008,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2356.0,5162,,1621939693.138699,1621939694.295037,10.006188405209327
2021-05-25 10:48:13.239635968,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2317.0,5124,,1621939693.239636,1621939694.395974,9.907180650037793
2021-05-25 10:48:13.341052160,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2342.0,5148,,1621939693.341052,1621939694.49739,9.860366269365494
2021-05-25 10:48:13.440157952,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2370.0,5176,,1621939693.440158,1621939694.596496,10.09022324865281
2021-05-25 10:48:13.539097088,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2365.0,5171,,1621939693.539097,1621939694.695435,10.1072193666698
2021-05-25 10:48:13.640034048,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2404.0,5209,,1621939693.640034,1621939694.796372,9.907180650037793
2021-05-25 10:48:13.740972032,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2399.0,5204,,1621939693.740972,1621939694.89731,9.907063644845463
2021-05-25 10:48:13.838910976,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2418.0,5223,,1621939693.838911,1621939694.995249,10.210435603939764
2021-05-25 10:48:13.941849088,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2456.0,5260,,1621939693.941849,1621939695.098187,9.714591444645434
2021-05-25 10:48:14.038786816,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2456.0,5260,,1621939694.038787,1621939695.195125,10.31588319351086
2021-05-25 10:48:14.140723968,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2438.0,5242,,1621939694.140724,1621939695.297062,9.809975324812012
2021-05-25 10:48:14.239665152,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2490.0,5293,,1621939694.239665,1621939695.396003,10.107024523541588
2021-05-25 10:48:14.340599040,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2485.0,5289,,1621939694.340599,1621939695.496937,9.907461473775712
2021-05-25 10:48:14.439537920,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2509.0,5312,,1621939694.439538,1621939695.595876,10.10724372258904
2021-05-25 10:48:14.539475968,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2490.0,5293,,1621939694.539476,1621939695.695814,10.006212276641936
2021-05-25 10:48:14.639414016,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2528.0,5331,,1621939694.639414,1621939695.795752,10.006188405209327
2021-05-25 10:48:14.739352064,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2528.0,5331,,1621939694.739352,1621939695.89569,10.006212276641936
2021-05-25 10:48:14.838290944,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2532.0,5335,,1621939694.838291,1621939695.994629,10.10724372258904
2021-05-25 10:48:14.939228160,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2518.0,5321,,1621939694.939228,1621939696.095566,9.90715724877823
2021-05-25 10:48:15.040175872,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2580.0,5382,,1621939695.040176,1621939696.196514,9.906104306504869
2021-05-25 10:48:15.140103936,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2580.0,5382,,1621939695.140104,1621939696.296442,10.007191103455025
2021-05-25 10:48:15.239043072,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2556.0,5358,,1621939695.239043,1621939696.395381,10.10724372258904
2021-05-25 10:48:15.339979008,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2575.0,5377,,1621939695.339979,1621939696.496317,9.90727425618156
2021-05-25 10:48:15.439917056,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2618.0,5419,,1621939695.439917,1621939696.596255,10.006188405209327
2021-05-25 10:48:15.538853888,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2618.0,5419,,1621939695.538854,1621939696.695192,10.107462931144584
2021-05-25 10:48:15.638795008,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2661.0,5462,,1621939695.638795,1621939696.795133,10.005901956901878
2021-05-25 10:48:15.738733056,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2623.0,5424,,1621939695.738733,1621939696.895071,10.006188405209327
2021-05-25 10:48:15.839670016,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2656.0,5457,,1621939695.83967,1621939696.996008,9.907180650037793
2021-05-25 10:48:15.939608064,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2661.0,5462,,1621939695.939608,1621939697.095946,10.006188405209327
2021-05-25 10:48:16.038548992,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2676.0,5476,,1621939696.038549,1621939697.194887,10.10704887852179
2021-05-25 10:48:16.139483904,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2694.0,5494,,1621939696.139484,1621939697.295822,9.907367864094182
2021-05-25 10:48:16.240418816,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2685.0,5485,,1621939696.240419,1621939697.396757,9.907367864094182
2021-05-25 10:48:16.339360000,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2718.0,5518,,1621939696.33936,1621939697.495698,10.107024523541588
2021-05-25 10:48:16.440296960,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2742.0,5541,,1621939696.440297,1621939697.596635,9.907180650037793
2021-05-25 10:48:16.539237120,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2733.0,5532,,1621939696.539237,1621939697.695575,10.107121944166655
2021-05-25 10:48:16.640173056,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2766.0,5565,,1621939696.640173,1621939697.796511,9.90727425618156
2021-05-25 10:48:16.738112000,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2775.0,5574,,1621939696.738112,1621939697.89445,10.210435603939764
2021-05-25 10:48:16.839049984,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2766.0,5565,,1621939696.83905,1621939697.995388,9.907063644845463
2021-05-25 10:48:16.937988096,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2756.0,5555,,1621939696.937988,1621939698.094326,10.107341147439852
2021-05-25 10:48:17.038925824,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2795.0,5593,,1621939697.038926,1621939698.195264,9.907087045662834
2021-05-25 10:48:17.139863040,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2818.0,5616,,1621939697.139863,1621939698.296201,9.90715724877823
2021-05-25 10:48:17.240800000,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2851.0,5649,,1621939697.2408,1621939698.397138,9.907180650037793
2021-05-25 10:48:17.339741952,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2837.0,5635,,1621939697.339742,1621939698.49608,10.106927104794538
2021-05-25 10:48:17.437680896,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2866.0,5663,,1621939697.437681,1621939698.594019,10.210435603939764
2021-05-25 10:48:17.539614976,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2857.0,5654,,1621939697.539615,1621939698.695953,9.810273610545863
2021-05-25 10:48:17.638555904,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2890.0,5687,,1621939697.638556,1621939698.794894,10.107024523541588
2021-05-25 10:48:17.742489088,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2894.0,5691,,1621939697.742489,1621939698.898827,9.62157425440498
2021-05-25 10:48:17.839428864,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2919.0,5715,,1621939697.839429,1621939698.995767,10.315680222334263
2021-05-25 10:48:17.939367168,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2952.0,5748,,1621939697.939367,1621939699.095705,10.006188405209327
2021-05-25 10:48:18.041305088,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2919.0,5715,,1621939698.041305,1621939699.197643,9.809883548235447
2021-05-25 10:48:18.139128064,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2942.0,5738,,1621939698.139128,1621939699.295466,10.222554771032833
2021-05-25 10:48:18.242062080,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2970.0,5766,,1621939698.242062,1621939699.3984,9.714951463506718
2021-05-25 10:48:18.339001856,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2966.0,5762,,1621939698.339002,1621939699.49534,10.315680222334263
2021-05-25 10:48:18.438940160,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2995.0,5790,,1621939698.43894,1621939699.595278,10.006188405209327
2021-05-25 10:48:18.538878976,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2975.0,5771,,1621939698.538879,1621939699.695217,10.0061167915949
2021-05-25 10:48:18.638277120,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,2980.0,5776,,1621939698.638277,1621939699.794615,10.060550819609215
2021-05-25 10:48:18.741213952,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,3051.0,5846,,1621939698.741214,1621939699.897552,9.71468144685917
2021-05-25 10:48:18.840152064,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,3009.0,5804,,1621939698.840152,1621939699.99649,10.107341147439852
2021-05-25 10:48:18.942088960,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,3046.0,5841,,1621939698.942089,1621939700.098427,9.809975324812012
2021-05-25 10:48:19.041028096,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,3066.0,5860,,1621939699.041028,1621939700.197366,10.10724372258904
2021-05-25 10:48:19.139965952,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,3085.0,5879,,1621939699.139966,1621939700.296304,10.107341147439852
2021-05-25 10:48:19.239904000,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,3099.0,5893,,1621939699.239904,1621939700.396242,10.006212276641936
2021-05-25 10:48:19.340841984,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,3108.0,5902,,1621939699.340842,1621939700.49718,9.907063644845463
2021-05-25 10:48:19.439780096,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,3118.0,5912,,1621939699.43978,1621939700.596118,10.107341147439852
2021-05-25 10:48:19.538718976,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,3123.0,5917,,1621939699.538719,1621939700.695057,10.10724372258904
2021-05-25 10:48:19.638657024,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,3128.0,5921,,1621939699.638657,1621939700.794995,10.006188405209327
2021-05-25 10:48:19.739593984,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,3133.0,5926,,1621939699.739594,1621939700.895932,9.907180650037793
2021-05-25 10:48:19.839531776,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,3166.0,5959,,1621939699.839532,1621939700.99587,10.006212276641936
2021-05-25 10:48:19.939470080,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,3180.0,5973,,1621939699.93947,1621939701.095808,10.006188405209327
2021-05-25 10:48:20.039407872,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,3175.0,5968,,1621939700.039408,1621939701.195746,10.006212276641936
2021-05-25 10:48:20.139345920,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,3218.0,6010,,1621939700.139346,1621939701.295684,10.006212276641936
2021-05-25 10:48:20.239283968,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,3161.0,5954,,1621939700.239284,1621939701.395622,10.006188405209327
2021-05-25 10:48:20.339222016,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,3256.0,6048,,1621939700.339222,1621939701.49556,10.006212276641936
2021-05-25 10:48:20.440160000,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,3256.0,6048,,1621939700.44016,1621939701.596498,9.907063644845463
2021-05-25 10:48:20.541098240,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,3251.0,6043,,1621939700.541098,1621939701.697436,9.907063644845463
2021-05-25 10:48:20.641036032,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,3261.0,6053,,1621939700.641036,1621939701.797374,10.006212276641936
2021-05-25 10:48:20.738974208,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,3246.0,6038,,1621939700.738974,1621939701.895312,10.210535028311854
2021-05-25 10:48:20.839910912,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,3285.0,6076,,1621939700.839911,1621939701.996249,9.907180650037793
2021-05-25 10:48:20.940849152,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,3303.0,6094,,1621939700.940849,1621939702.097187,9.907063644845463
2021-05-25 10:48:21.040716032,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,3298.0,6089,,1621939701.040716,1621939702.197054,10.01333104146374
2021-05-25 10:48:21.139652864,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,3351.0,6141,,1621939701.139653,1621939702.295991,10.10743857416886
2021-05-25 10:48:21.237592064,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,3341.0,6132,,1621939701.237592,1621939702.39393,10.210435603939764
2021-05-25 10:48:21.339528960,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,3351.0,6141,,1621939701.339529,1621939702.495867,9.809975324812012
2021-05-25 10:48:21.438467072,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,3341.0,6132,,1621939701.438467,1621939702.594805,10.107341147439852
2021-05-25 10:48:21.540406016,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,3345.0,6136,,1621939701.540406,1621939702.696744,9.809791773376087
2021-05-25 10:48:21.639343872,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,3374.0,6164,,1621939701.639344,1621939702.795682,10.107341147439852
2021-05-25 10:48:21.740279808,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,3389.0,6179,,1621939701.74028,1621939702.896618,9.90727425618156
2021-05-25 10:48:21.839219200,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,3403.0,6193,,1621939701.839219,1621939702.995557,10.1072193666698
2021-05-25 10:48:21.939158016,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,3417.0,6207,,1621939701.939158,1621939703.095496,10.0061167915949
2021-05-25 10:48:22.038074112,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,3465.0,6254,,1621939702.038074,1621939703.194412,10.109582437500602
2021-05-25 10:48:22.136323072,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,3455.0,6244,,1621939702.136323,1621939703.292661,10.17822493363036
2021-05-25 10:48:22.239258880,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,3455.0,6244,,1621939702.239259,1621939703.395597,9.7147714507406
2021-05-25 10:48:22.339196928,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,3479.0,6268,,1621939702.339197,1621939703.495535,10.006212276641936
2021-05-25 10:48:22.439134976,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,3513.0,6301,,1621939702.439135,1621939703.595473,10.006188405209327
2021-05-25 10:48:22.541074944,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,3493.0,6282,,1621939702.541075,1621939703.697413,9.809700000233882
2021-05-25 10:48:22.639012096,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,3541.0,6329,,1621939702.639012,1621939703.79535,10.210634454620257
2021-05-25 10:48:22.739949056,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,3493.0,6282,,1621939702.739949,1621939703.896287,9.907180650037793
2021-05-25 10:48:22.839886848,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,3545.0,6333,,1621939702.839887,1621939703.996225,10.006212276641936
2021-05-25 10:48:22.938824960,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,3569.0,6357,,1621939702.938825,1621939704.095163,10.107341147439852
2021-05-25 10:48:23.038763008,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,3569.0,6357,,1621939703.038763,1621939704.195101,10.006188405209327
2021-05-25 10:48:23.139700992,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,3598.0,6385,,1621939703.139701,1621939704.296039,9.907087045662834
2021-05-25 10:48:23.238944000,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,3603.0,6390,,1621939703.238944,1621939704.395282,10.076260762607626
2021-05-25 10:48:23.338882048,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,3598.0,6385,,1621939703.338882,1621939704.49522,10.006212276641936
2021-05-25 10:48:23.438819840,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,3612.0,6399,,1621939703.43882,1621939704.595158,10.006212276641936
2021-05-25 10:48:23.541755904,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,3621.0,6408,,1621939703.541756,1621939704.698094,9.7147714507406
2021-05-25 10:48:23.639694848,0C1A,A,290,-1190,2820,1,15470,1912,B,2420,1460,1870,2,12140,3668.0,6455,,1621939703.639695,1621939704.796033,10.210435603939764
